,words,IPA
9498,contribution,"kOntrIbjuSn,"
9499,contributor,k@ntrIbjUt@rɞ
9500,contributory,k@ntrIbjUt@rI
9501,contrite,kOntraIt
9502,contritely,kOntraItlI
9503,contrition,"k@ntrISn,"
9504,contrivance,"k@ntraIvn,s"
9505,contrive,k@ntraIv
9506,contrived,k@ntraIvd
9507,contriver,k@ntraIv@rɞ
9508,control,k@ntr@Ul
9509,control,k@ntr@Ul
9510,controllable,"k@ntr@Ul@bl,"
9511,controller,k@ntr@Ul@rɞ
9512,controltower,k@ntr@UltaU@rɞ
9513,controversial,"kOntr@v3Sl,"
9514,controversialism,kOntr@v3S@lIz@m
9515,controversialist,kOntr@v3S@lIst
9516,controversially,kOntr@v3S@lI
9517,controversy,kOntr@v3sI
9518,controvert,kOntr@v3t
9519,controvertible,"kOntr@v3t@bl,"
9520,contumacious,kOntjumeIS@s
9521,contumaciously,kOntjumeIS@slI
9522,contumacy,kOntjUm@sI
9523,contumelious,kOntjumilj@s
9524,contumeliously,kOntjumilj@slI
9525,contumely,kOntjumlI
9526,contuse,k@ntjuz
9527,contusion,"k@ntjuZn,"
9528,conundrum,k@nVndr@m
9529,conurbation,"kOn3beISn,"
9530,convalesce,kOnv@lEs
9531,convalescence,"kOnv@lEsn,s"
9532,convalescent,"kOnv@lEsn,t"
9533,convalescent,"kOnv@lEsn,t"
9534,convection,"k@nvEkSn,"
9535,convector,k@nvEkt@rɞ
9536,convene,k@nvin
9537,convener,k@nvin@rɞ
9538,convenience,k@nvinj@ns
9539,convenient,k@nvinj@nt
9540,conveniently,k@nvinj@ntlI
9541,convent,kOnv@nt
9542,conventicle,"k@nvEntIkl,"
9543,convention,"k@nvEnSn,"
9544,conventional,"k@nvEnS@nl,"
9545,conventionality,k@nvEnS@nɑl@tI
9546,conventionally,"k@nvEnSn,@lI"
9547,converge,k@nv3dZ
9548,convergence,k@nv3dZ@ns
9549,convergent,k@nv3dZ@nt
9550,conversant,k@nv3s@nt
9551,conversation,"kOnv@seISn,"
9552,conversational,"kOnv@seIS@nl,"
9553,conversationalist,"kOnv@seISn,@lIst"
9554,conversationally,"kOnv@seISn,@lI"
9555,conversazione,kOnv@sɑtsI@UnI
9556,converse,kOnv3s
9557,converse,k@nv3s
9558,converse,kOnv3s
9559,conversely,kOnv3slI
9560,conversion,"k@nv3Sn,"
9561,convert,kOnv3t
9562,convert,k@nv3t
9563,converted,k@nv3tId
9564,converter,k@nv3t@rɞ
9565,convertibility,k@nv3t@bIl@tI
9566,convertible,"k@nv3t@bl,"
9567,convertible,"k@nv3t@bl,"
9568,convex,kOnvEks
9569,convexity,kOnvEks@tI
9570,convexly,kOnvEkslI
9571,convey,k@nveI
9572,conveyance,k@nveI@ns
9573,conveyancer,k@nveI@ns@rɞ
9574,conveyancing,k@nveI@nsIN
9575,conveyer,k@nveI@rɞ
9576,conveyer-belt,k@nveI@bElt
9577,convict,kOnvIkt
9578,convict,k@nvIkt
9579,conviction,"k@nvIkSn,"
9580,convince,k@nvIns
9581,convinced,k@nvInst
9582,convincible,"k@nvIns@bl,"
9583,convincing,k@nvInsIN
9584,convincingly,k@nvInsINlI
9585,convivial,k@nvIvI@l
9586,conviviality,k@nvIvIɑl@tI
9587,convivially,k@nvIvI@lI
9588,convocation,"kOnv@UkeISn,"
9589,convoke,k@nv@Uk
9590,convolute,kOnv@lut
9591,convoluted,kOnv@lutId
9592,convolutedly,kOnv@lutIdlI
9593,convolution,"kOnv@luSn,"
9594,convolve,k@nvOlv
9595,convolvulus,k@nvOlvjUl@s
9596,convoy,kOnvOI
9597,convoy,kOnvOI
9598,convulse,k@nvVls
9599,convulsion,"k@nvVlSn,"
9600,convulsive,k@nvVlsIv
9601,convulsively,k@nvVlsIvlI
9602,Conway,kOnweI
9603,cony,k@UnI
9604,coo,ku
9605,coo,ku
9606,cook,kUk
9607,cook,kUk
9608,cookbook,kUkbUk
9609,cooker,kUk@rɞ
9610,cookery,kUk@rI
9611,cookery-book,kUk@rIbUk
9612,cookhouse,kUkhaUs
9613,cookie,kUkI
9614,cooking,kUkIN
9615,cooking,kUkIN
9616,cookout,kUkaUt
9617,cookup,kUkVp
9618,cool,kul
9619,cool,kul
9620,cool,kul
9621,cool,kul
9622,coolant,kul@nt
9623,cooldown,kuldaUn
9624,cooler,kul@rɞ
9625,cool-headed,kulhEdId
9626,coolie,kulI
9627,cooling-offperiod,kulINOfpI@rI@d
9628,cooling-tower,kulINtaU@rɞ
9629,coolish,kulIS
9630,coolly,kullI
9631,coolness,kulnIs
9632,cooloff,kulOf
9633,coon,kun
9634,coop,kup
9635,co-op,k@UOp
9636,cooper,kup@rɞ
9637,cooperate,k@UOp@reIt
9638,cooperation,"k@UOp@reISn,"
9639,co-operative,k@UOp@r@tIv
9640,Co-operative,k@UOp@r@tIv
9641,co-operative,k@UOp@r@tIv
9642,co-operatively,k@UOp@r@tIvlI
9643,co-operator,k@UOp@reIt@rɞ
9644,co-opt,k@UOpt
9645,coopup,kupVp
9646,co-ordinate,"k@UOdn,@t"
9647,co-ordinate,k@UOdIneIt
9648,coordinate,"k@UOdn,@t"
9649,co-ordinately,"k@UOdn,@tlI"
9650,coordinates,"k@UOdn,@ts"
9651,co-ordination,"k@UOdIneISn,"
9652,co-ordinator,k@UOdIneIt@rɞ
9653,coot,kut
9654,cop,kOp
9655,cop,kOp
9656,cop,kOp
9657,co-partner,k@UpAtn@rɞ
9658,co-partnership,k@UpAtn@SIp
9659,cope,k@Up
9660,cope,k@Up
9661,copeck,k@UpEk
9662,Copernican,k@Up3nIk@n
9663,Copernicansystem,k@Up3nIk@nsIst@m
9664,Copernicus,k@Up3nIk@s
9665,copestone,k@Upst@Un
9666,copier,kOpI@rɞ
9667,copilot,k@UpaIl@t
9668,coping,k@UpIN
9669,copingstone,k@UpINst@Un
9670,copious,k@Upj@s
9671,copiously,k@Upj@slI
9672,cop-out,kOpaUt
9673,copout,kOpaUt
9674,copper,kOp@rɞ
9675,copper,kOp@rɞ
9676,copper,kOp@rɞ
9677,copperbeech,kOp@bitS
9678,copper-bottomed,kOp@bOt@md
9679,copperhead,kOp@hEd
9680,copperplate,kOp@pleIt
9681,coppersmith,kOp@smIT
9682,coppery,kOp@rI
9683,coppice,kOpIs
9684,copra,kOpr@
9685,copse,kOps
9686,Copt,kOpt
9687,Coptic,kOptIk
9688,Coptic,kOptIk
9689,CopticChurch,kOptIktS3tS
9690,copula,kOpjUl@
9691,copulate,kOpjUleIt
9692,copulation,"kOpjUleISn,"
9693,copulative,kOpjUl@tIv
9694,copulative,kOpjUl@tIv
9695,copy,kOpI
9696,copy,kOpI
9697,copybook,kOpIbUk
9698,copyboy,kOpIbOI
9699,copycat,kOpIkɑt
9700,copydesk,kOpIdEsk
9701,copy-edit,kOpIEdIt
9702,copyeditor,kOpIEdIt@rɞ
9703,copygirl,kOpIg3l
9704,copyhold,kOpIh@Uld
9705,copyholder,kOpIh@Uld@rɞ
9706,copyist,kOpIIst
9707,copyout,kOpIaUt
9708,copyright,kOpIraIt
9709,copyright,kOpIraIt
9710,copywriter,kOpIraIt@rɞ
9711,coquetry,kOkItrI
9712,coquette,kOkEt
9713,coquettish,kOkEtIS
9714,coquettishly,kOkEtISlI
9715,cor,kOrɞ
9716,coracle,"kOr@kl,"
9717,coral,kOr@l
9718,coral,kOr@l
9719,coralisland,kOr@laIl@nd
9720,coral-reef,kOr@lrif
9721,coranglais,kOrA~NgleI
9722,corbel,kOb@l
9723,corblimey,kOblaImI
9724,cord,kOd
9725,cord,kOd
9726,cordage,kOdIdZ
9727,cordial,kOdj@l
9728,cordial,kOdj@l
9729,cordiality,kOdIɑl@tI
9730,cordially,kOdj@lI
9731,cordite,kOdaIt
9732,cordon,"kOdn,"
9733,cordonbleu,kOdO~mbl3
9734,cordonoff,"kOdn,Of"
9735,cords,kOdz
9736,corduroy,kOd@rOI
9737,corduroys,kOd@rOIz
9738,core,kOrɞ
9739,core,kOrɞ
9740,coreligionist,k@UrIlIdZ@nIst
9741,corer,kOr@rɞ
9742,corespondent,k@UrIspOnd@nt
9743,corgi,kOgI
9744,coriander,kOrIɑnd@rɞ
9745,Corinth,kOrInT
9746,Corinthian,k@rInTI@n
9747,Corinthian,k@rInTI@n
9748,cork,kOk
9749,cork,kOk
9750,corkage,kOkIdZ
9751,corked,kOkt
9752,corker,kOk@rɞ
9753,corkscrew,kOkskru
9754,corkup,kOkVp
9755,corm,kOm
9756,cormorant,kOm@r@nt
9757,corn,kOn
9758,corn,kOn
9759,cornbread,kOnbrEd
9760,corncob,kOnkOb
9761,corncrake,kOnkreIk
9762,cornea,kOnI@
9763,corneal,kOnI@l
9764,cornelian,kOnilj@n
9765,corner,kOn@rɞ
9766,corner,kOn@rɞ
9767,corner,kOn@rɞ
9768,cornered,kOn@d
9769,corner-kick,kOn@kIk
9770,cornerstone,kOn@st@Un
9771,cornet,kOnIt
9772,corn-exchange,kOnIkstSeIndZ
9773,cornfield,kOnfild
9774,cornflake,kOnfleIk
9775,cornflakes,kOnfleIks
9776,cornflour,kOnflaU@rɞ
9777,cornflower,kOnflaU@rɞ
9778,cornice,kOnIs
9779,Cornish,kOnIS
9780,Cornishpasty,kOnISpɑstI
9781,CornLaws,kOnlOz
9782,cornpone,kOnp@Un
9783,cornstarch,kOnstAtS
9784,cornucopia,kOnjUk@Upj@
9785,Cornwall,kOnw@l
9786,corny,kOnI
9787,corolla,k@rOl@
9788,corollary,k@rOl@rI
9789,corona,k@r@Un@
9790,coronary,kOr@n@rI
9791,coronary,kOr@n@rI
9792,coronarythrombosis,kOr@n@rITrOmb@UsIs
9793,coronation,"kOr@neISn,"
9794,coroner,kOr@n@rɞ
9795,coroner'sinquest,kOr@n@zInkwEst
9796,coronet,kOr@nIt
9797,corporal,kOp@r@l
9798,corporal,kOp@r@l
9799,corporate,kOp@r@t
9800,corporately,kOp@r@tlI
9801,corporation,"kOp@reISn,"
9802,corporationtax,"kOp@reISn,tɑks"
9803,corporeal,kOpOrI@l
9804,corporeally,kOpOrI@lI
9805,corps,kOrɞ
9806,corpsdeballet,kOd@bɑleI
9807,CorpsDiplomatique,kOdIpl@mɑtik
9808,corpse,kOps
9809,corpulence,kOpjUl@ns
9810,corpulency,kOpjUl@nsI
9811,corpulent,kOpjUl@nt
9812,corpus,kOp@s
9813,corpuscle,"kOpVsl,"
9814,corpusdelicti,kOp@sdIlIktaI
9815,corral,k@rAl
9816,corral,k@rAl
9817,correct,k@rEkt
9818,correct,k@rEkt
9819,correction,"k@rEkSn,"
9820,correctitude,k@rEktItjud
9821,corrective,k@rEktIv
9822,corrective,k@rEktIv
9823,correctively,k@rEktIvlI
9824,correctly,k@rEktlI
9825,correctness,k@rEktnIs
9826,correlate,kOr@leIt
9827,correlate,kOr@leIt
9828,correlation,"kOr@leISn,"
9829,correlative,kOrEl@tIv
9830,correlative,kOrEl@tIv
9831,correspond,kOrIspOnd
9832,correspondence,kOrIspOnd@ns
9833,correspondencecourse,kOrIspOnd@nskOs
9834,correspondent,kOrIspOnd@nt
9835,correspondent,kOrIspOnd@nt
9836,corresponding,kOrIspOndIN
9837,correspondingly,kOrIspOndINlI
9838,corridor,kOrIdOrɞ
9839,corridortrain,kOrIdOtreIn
9840,corrie,kOrI
9841,corrigendum,kOrIdZEnd@m
9842,corrigible,"kOrIdZ@bl,"
9843,corroborate,k@rOb@reIt
9844,corroboration,"k@rOb@reISn,"
9845,corroborative,k@rOb@r@tIv
9846,corroborator,k@rOb@reIt@rɞ
9847,corroboree,k@rOb@rI
9848,corrode,k@r@Ud
9849,corrosion,"k@r@UZn,"
9850,corrosive,k@r@UsIv
9851,corrosive,k@r@UsIv
9852,corrosively,k@r@UsIvlI
9853,corrosiveness,k@r@UsIvnIs
9854,corrugate,kOr@geIt
9855,corrugation,"kOr@geISn,"
9856,corrupt,k@rVpt
9857,corrupt,k@rVpt
9858,corruptibility,k@rVpt@bIl@tI
9859,corruptible,"k@rVpt@bl,"
9860,corruption,"k@rVpSn,"
9861,corruptly,k@rVptlI
9862,corruptness,k@rVptnIs
9863,corsage,kOsAZ
9864,corsair,kOsE@rɞ
9865,corse,kOs
9866,corselet,kOslIt
9867,corselet,kOslIt
9868,corset,kOsIt
9869,corseted,kOsItId
9870,cortege,kOteIZ
9871,cortex,kOtEks
9872,cortical,"kOtIkl,"
9873,cortisone,kOtIz@Un
9874,corundum,k@rVnd@m
9875,coruscate,kOr@skeIt
9876,coruscation,"kOr@skeISn,"
9877,corvee,kOveI
9878,corvette,kOvEt
9879,Cory,kOrI
9880,cos,kOs
9881,cos,k@s
9882,cos,kOs
9883,cosh,kOS
9884,cosh,kOS
9885,cosignatory,k@UsIgn@t@rI
9886,cosignatory,k@UsIgn@t@rI
9887,cosily,k@UzIlI
9888,cosine,k@UsaIn
9889,cosiness,k@UzInIs
9890,coslettuce,kOslEtIs
9891,cosmetic,kOzmEtIk
9892,cosmetic,kOzmEtIk
9893,cosmetician,"kOzm@tISn,"
9894,cosmic,kOzmIk
9895,cosmically,kOzmIk@lI
9896,cosmicdust,kOzmIkdVst
9897,cosmicray,kOzmIkreI
9898,cosmogony,kOzmOg@nI
9899,cosmology,kOzmOl@dZI
9900,cosmonaut,kOzm@nOt
9901,cosmopolitan,kOzm@pOlIt@n
9902,cosmopolitan,kOzm@pOlIt@n
9903,cosmopolite,kOzmOp@laIt
9904,cosmos,kOzmOs
9905,cosmos,kOzmOs
9906,cosset,kOsIt
9907,cost,kOst
9908,cost,kOst
9909,costaccountant,kOst@kaUnt@nt
9910,co-star,k@UstArɞ
9911,co-star,k@UstArɞ
9912,costard,kVst@d
9913,CostaRica,kOst@rik@
9914,CostaRican,kOst@rik@n
9915,CostaRican,kOst@rik@n
9916,costclerk,kOstklAk
9917,coster,kOst@rɞ
9918,costermonger,kOst@mVNg@rɞ
9919,costing,kOstIN
9920,costive,kOstIv
9921,costliness,kOstlInIs
9922,costly,kOstlI
9923,costofliving,kOstOvlIvIN
9924,costprice,kOstpraIs
9925,costs,kOsts
9926,costume,kOstjUm
9927,costumeball,kOstjumbOl
9928,costumejewellery,kOstjUmdZu@lrI
9929,costumer,kOstjum@rɞ
9930,costumier,kOstjumI@rɞ
9931,cosy,k@UzI
9932,cosy,k@UzI
9933,cot,kOt
9934,cot,kOt
9935,cotangent,k@UtɑndZ@nt
9936,cote,k@Ut
9937,co-tenant,k@UtEn@nt
9938,coterie,k@Ut@rI
9939,coterminous,k@Ut3mIn@s
9940,coterminously,k@Ut3mIn@slI
9941,cotilion,k@tIlj@n
9942,cotillion,k@tIlj@n
9943,cottage,kOtIdZ
9944,cottagecheese,kOtIdZtSiz
9945,cottagehospital,"kOtIdZhOspItl,"
9946,cottageindustry,kOtIdZInd@strI
9947,cottageloaf,kOtIdZl@Uf
9948,cottagepie,kOtIdZpaI
9949,cottager,kOtIdZ@rɞ
9950,cottar,kOt@rɞ
9951,cotton,"kOtn,"
9952,cotton-cake,"kOtn,keIk"
9953,cottoncandy,"kOtn,kɑndI"
9954,cottongin,"kOtn,dZIn"
9955,cottonon,"kOtn,On"
9956,cotton-plant,"kOtn,plAnt"
9957,cottonseed,"kOtn,sid"
9958,cottontail,"kOtn,teIl"
9959,cottonto,"kOtn,tu"
9960,cottonwaste,"kOtn,weIst"
9961,cotton-wool,"kOtn,wUl"
9962,cotyledon,kOtIlid@n
9963,couch,kaUtS
9964,couch,kaUtS
9965,couchant,kaUtS@nt
9966,couchette,kuSEt
9967,couch-grass,kaUtSgrAs
9968,cougar,kug@rɞ
9969,cough,kOf
9970,cough,kOf
9971,coughup,kOfVp
9972,couldn't,"kUdn,t"
9973,coulter,k@Ult@rɞ
9974,council,"kaUnsl,"
9975,council,"kaUnsl,"
9976,council-board,"kaUnsl,bOd"
9977,council-chamber,"kaUnsl,tSeImb@rɞ"
9978,councillor,kaUns@l@rɞ
9979,councillorship,kaUns@l@SIp
9980,counsel,"kaUnsl,"
9981,counsel,"kaUnsl,"
9982,counsellor,"kaUnsl,@rɞ"
9983,count,kaUnt
9984,count,kaUnt
9985,count,kaUnt
9986,countable,"kaUnt@bl,"
9987,countdown,kaUntdaUn
9988,countdown,kaUntdaUn
9989,countenance,kaUnt@n@ns
9990,countenance,kaUnt@n@ns
9991,counter,kaUnt@rɞ
9992,counter,kaUnt@rɞ
9993,counter,kaUnt@rɞ
9994,counter,kaUnt@rɞ
9995,counter,kaUnt@rɞ
9996,counteract,kaUnt@rɑkt
9997,counteraction,"kaUnt@rɑkSn,"
9998,counterattack,kaUnt@r@tɑk
9999,counterattack,kaUnt@r@tɑk
10000,counterattacker,kaUnt@r@tɑk@rɞ
10001,counterattraction,"kaUnt@r@trɑkSn,"
10002,counterbalance,kaUnt@bɑl@ns
10003,counterbalance,kaUnt@bɑl@ns
10004,counterblast,kaUnt@blAst
10005,counterclaim,kaUnt@kleIm
10006,counterclockwise,kaUnt@klOkwaIz
10007,counterclockwise,kaUnt@klOkwaIz
10008,counterespionage,kaUnt@rEspj@nAZ
10009,counterfeit,kaUnt@fIt
10010,counterfeit,kaUnt@fIt
10011,counterfeit,kaUnt@fIt
10012,counterfeiter,kaUnt@fIt@rɞ
10013,counterfoil,kaUnt@fOIl
10014,counterintelligence,kaUnt@rIntElIdZ@ns
10015,counterirritant,kaUnt@rIrIt@nt
10016,countermand,kaUnt@mAnd
10017,countermarch,kaUnt@mAtS
10018,countermarch,kaUnt@mAtS
10019,countermeasure,kaUnt@mEZ@rɞ
10020,countermine,kaUnt@maIn
10021,countermine,kaUnt@maIn
10022,countermove,kaUnt@muv
10023,counteroffensive,kaUnt@r@fEnsIv
10024,counteroffer,kaUnt@rOf@rɞ
10025,counterpane,kaUnt@peIn
10026,counterpart,kaUnt@pAt
10027,counterplot,kaUnt@plOt
10028,counterplot,kaUnt@plOt
10029,counterpoint,kaUnt@pOInt
10030,counterpoise,kaUnt@pOIz
10031,counterpoise,kaUnt@pOIz
10032,counter-revolution,"kaUnt@rEv@luSn,"
10033,counter-revolutionary,kaUnt@rEv@luSn@rI
10034,counter-revolutionary,kaUnt@rEv@luSn@rI
10035,countersign,kaUnt@saIn
10036,countersign,kaUnt@saIn
10037,countersink,kaUnt@sINk
10038,countersink,kaUnt@sINk
10039,countertenor,kaUnt@tEn@rɞ
10040,countervail,kaUnt@veIl
10041,countess,kaUntIs
10042,countin,kaUntIn
10043,countingframe,kaUntINfreIm
10044,countinghouse,kaUntINhaUs
10045,countless,kaUntlIs
10046,countnoun,kaUntnaUn
10047,countoff,kaUntOf
10048,counton,kaUntOn
10049,countout,kaUntaUt
10050,countrified,kVntrIfaId
10051,country,kVntrI
10052,country,kVntrI
10053,countryandwestern,kVntrIɑndwEst@n
10054,countryclub,kVntrIklVb
10055,countrycousin,"kVntrIkVzn,"
10056,countrydance,kVntrIdAns
10057,country-house,kVntrIhaUs
10058,countryman,kVntrIm@n
10059,countrymusic,kVntrImjuzIk
10060,countryparty,kVntrIpAtI
10061,country-seat,kVntrIsit
10062,countryside,kVntrIsaId
10063,countrywoman,kVntrIwUm@n
10064,countupon,kaUnt@pOn
10065,county,kaUntI
10066,countyborough,kaUntIbVr@
10067,countycouncil,"kaUntIkaUnsl,"
10068,countyseat,kaUntIsit
10069,countytown,kaUntItaUn
10070,coup,ku
10071,coupdegrace,kud@grAs
10072,coupd'etat,kudeItA
10073,coupe,kupeI
10074,coupe,kup
10075,couple,"kVpl,"
10076,couple,"kVpl,"
10077,coupleon,"kVpl,On"
10078,couplet,kVplIt
10079,couplewith,"kVpl,wID"
10080,coupling,kVplIN
10081,coupon,kupOn
10082,courage,kVrIdZ
10083,courageous,k@reIdZ@s
10084,courageously,k@reIdZ@slI
10085,courageousness,k@reIdZ@snIs
10086,courgette,kOZEt
10087,courier,kUrI@rɞ
10088,course,kOs
10089,course,kOs
10090,courser,kOs@rɞ
10091,coursing,kOsIN
10092,court,kOt
10093,court,kOt
10094,court-card,kOtkAd
10095,courteous,k3tj@s
10096,courteously,k3tj@slI
10097,courteousness,k3tj@snIs
10098,courtesan,kOtIzɑn
10099,courtesy,k3tIsI
10100,courthouse,kOthaUs
10101,courtier,kOtj@rɞ
10102,courting,kOtIN
10103,courtliness,kOtlInIs
10104,courtly,kOtlI
10105,court-martial,"kOtmASl,"
10106,court-martial,"kOtmASl,"
10107,courtofinquiry,kOtOvInkwaI@rI
10108,CourtofSession,"kOtOvsESn,"
10109,courtroom,kOtrUm
10110,courtship,kOtSIp
10111,courtyard,kOtjAd
10112,couscous,kuskus
10113,cousin,"kVzn,"
10114,cousinly,"kVzn,lI"
10115,couth,kuT
10116,couture,kutU@rɞ
10117,couturier,kutU@rIeI
10118,cove,k@Uv
10119,coven,"kVvn,"
10120,covenant,kVv@n@nt
10121,covenant,kVv@n@nt
10122,Coventry,kOv@ntrI
10123,cover,kVv@rɞ
10124,cover,kVv@rɞ
10125,coverage,kVv@rIdZ
10126,covercharge,kVv@tSAdZ
10127,covering,kVv@rIN
10128,coveringletter,kVv@rINlEt@rɞ
10129,coverlet,kVv@lIt
10130,covernote,kVv@n@Ut
10131,coverpoint,kVv@pOInt
10132,covert,kVv@t
10133,covert,kVv@t
10134,covertly,kVv@tlI
10135,cover-up,kVv@rVp
10136,coverup,kVv@rVp
10137,coverupfor,kVv@rVpfOrɞ
10138,covet,kVvIt
10139,covetous,kVvIt@s
10140,covetously,kVvIt@slI
10141,covetousness,kVvIt@snIs
10142,covey,kVvI
10143,cow,kaU
10144,cow,kaU
10145,coward,kaU@d
10146,cowardice,kaU@dIs
10147,cowardliness,kaU@dlInIs
10148,cowardly,kaU@dlI
10149,cowbell,kaUbEl
10150,cowboy,kaUbOI
10151,cowcatcher,kaUkɑtS@rɞ
10152,cower,kaU@rɞ
10153,cowgirl,kaUg3l
10154,cowhand,kaUhɑnd
10155,cowheel,kaUhil
10156,cowherd,kaUh3d
10157,cowhide,kaUhaId
10158,cowhouse,kaUhaUs
10159,cowl,kaUl
10160,cowl,kaUl
10161,cowlick,kaUlIk
10162,cowling,kaUlIN
10163,cowman,kaUm@n
10164,co-worker,k@Uw3k@rɞ
10165,cowpat,kaUpɑt
10166,cowpox,kaUpOks
10167,cowrie,kaUrI
10168,cowshed,kaUSEd
10169,cowskin,kaUskIn
10170,cowslip,kaUslIp
10171,cox,kOks
10172,cox,kOks
10173,coxcomb,kOksk@Um
10174,coxswain,kOksweIn
10175,coxswain,kOksweIn
10176,coy,kOI
10177,coyly,kOIlI
10178,coyness,kOInIs
10179,coyote,kOI@UtI
10180,coypu,kOIpu
10181,cozeninto,"kVzn,Intu"
10182,cozenoutof,"kVzn,aUtOv"
10183,CP,sipi
10184,CPA,sipieI
10185,CP'er,sipi@rɞ
10186,crab,krɑb
10187,crab,krɑb
10188,crab,krɑb
10189,crab-apple,"krɑbɑpl,"
10190,crabbed,krɑbId
10191,crabbedly,krɑbIdlI
10192,crabbedness,krɑbIdnIs
10193,crabby,krɑbI
10194,crabgrass,krɑbgrAs
10195,crablouse,krɑblaUs
10196,crabways,krɑbweIz
10197,crabwise,krɑbwaIz
10198,crack,krɑk
10199,crack,krɑk
10200,crack,krɑk
10201,crackbrained,krɑkbreInd
10202,crackdown,krɑkdaUn
10203,crackdown,krɑkdaUn
10204,cracked,krɑkt
10205,cracker,krɑk@rɞ
10206,crackers,krɑk@z
10207,crackle,"krɑkl,"
10208,crackle,"krɑkl,"
10209,crackle-china,"krɑkl,tSaIn@"
10210,crackleware,"krɑkl,wE@rɞ"
10211,crackling,"krɑkl,IN"
10212,crackpot,krɑkpOt
10213,crackpot,krɑkpOt
10214,cracksman,krɑksm@n
10215,crackup,krɑkVp
10216,cradle,"kreIdl,"
10217,cradle,"kreIdl,"
10218,craft,krAft
10219,craft,krAft
10220,craftily,krAftIlI
10221,craftiness,krɑftInIs
10222,craftsman,krAftsm@n
10223,craftsmanship,krAftsm@nSIp
10224,craftunion,krAftjunj@n
10225,crafty,krAftI
10226,crag,krɑg
10227,cragged,krɑgd
10228,craggy,krɑgI
10229,cragsman,krɑgzm@n
10230,crake,kreIk
10231,cram,krɑm
10232,cram-full,krɑmfUl
10233,crammer,krɑm@rɞ
10234,cramp,krɑmp
10235,cramp,krɑmp
10236,cramped,krɑmpt
10237,crampon,krɑmpOn
10238,cramps,krɑmps
10239,cranberry,krɑnb@rI
10240,crane,kreIn
10241,crane,kreIn
10242,crane-fly,kreInflaI
10243,cranial,kreInj@l
10244,cranially,kreInj@lI
10245,cranium,kreInj@m
10246,crank,krɑNk
10247,crank,krɑNk
10248,crankshaft,krɑNkSAft
10249,cranky,krɑNkI
10250,crannied,krɑnId
10251,cranny,krɑnI
10252,crap,krɑp
10253,crap,krɑp
10254,crap,krɑp
10255,crape,kreIp
10256,crappy,krɑpI
10257,craps,krɑps
10258,crap-shooting,krɑpSutIN
10259,crapup,krɑpVp
10260,crash,krɑS
10261,crash,krɑS
10262,crash,krɑS
10263,crash,krɑS
10264,crashbarrier,krɑSbɑrI@rɞ
10265,crash-dive,krɑSdaIv
10266,crash-dive,krɑSdaIv
10267,crash-helmet,krɑShElmIt
10268,crashing,krɑSIN
10269,crash-land,krɑSlɑnd
10270,crash-landing,krɑSlɑndIN
10271,crass,krɑs
10272,crassly,krɑslI
10273,crassness,krɑsnIs
10274,crate,kreIt
10275,crate,kreIt
10276,crater,kreIt@rɞ
10277,cravat,kr@vɑt
10278,crave,kreIv
10279,craven,kreIv@n
10280,craven,kreIv@n
10281,cravenly,kreIv@nlI
10282,cravenness,kreIv@nIs
10283,craving,kreIvIN
10284,crawfish,krOfIS
10285,crawl,krOl
10286,crawl,krOl
10287,crawler,krOl@rɞ
10288,crawlers,krOl@z
10289,crayfish,kreIfIS
10290,crayon,kreI@n
10291,crayon,kreI@n
10292,craze,kreIz
10293,craze,kreIz
10294,crazed,kreIzd
10295,crazily,kreIzIlI
10296,craziness,kreIzInIs
10297,crazy,kreIzI
10298,crazypaving,kreIzIpeIvIN
10299,creak,krik
10300,creak,krik
10301,creakily,krikIlI
10302,creakiness,krikInIs
10303,creaky,krikI
10304,cream,krim
10305,cream,krim
10306,cream,krim
10307,creamcheese,krimtSiz
10308,creamer,krim@rɞ
10309,creamery,krim@rI
10310,creamhorn,krimhOn
10311,creaminess,krimInIs
10312,creamoff,krimOf
10313,creamoftartar,krimOvtAt@rɞ
10314,creampuff,krimpVf
10315,creamsoda,krims@Ud@
10316,creamy,krimI
10317,crease,kris
10318,crease,kris
10319,create,krieIt
10320,creation,"krieISn,"
10321,Creation,"krieISn,"
10322,creative,krieItIv
10323,creatively,krieItIvlI
10324,creativeness,krieItIvnIs
10325,creativity,krieItIv@tI
10326,creator,krieIt@rɞ
10327,Creator,krieIt@rɞ
10328,creature,kritS@rɞ
10329,creaturecomforts,kritS@kVmf@ts
10330,creche,kreIS
10331,credence,krid@ns
10332,credentials,"krIdEnSl,z"
10333,credibility,krEd@bIl@tI
10334,credibilitygap,krEd@bIl@tIgɑp
10335,credible,"krEd@bl,"
10336,credibly,krEd@blI
10337,credit,krEdIt
10338,credit,krEdIt
10339,creditable,"krEdIt@bl,"
10340,creditably,krEdIt@blI
10341,creditaccount,krEdIt@kaUnt
10342,creditcard,krEdItkAd
10343,creditnote,krEdItn@Ut
10344,creditor,krEdIt@rɞ
10345,credit-side,krEdItsaId
10346,creditsqueeze,krEdItskwiz
10347,credittitles,"krEdIttaItl,z"
10348,creditto,krEdIttu
10349,creditwith,krEdItwID
10350,credit-worthiness,krEdItw3DInIs
10351,credit-worthy,krEdItw3DI
10352,credo,krid@U
10353,credulity,krIdjul@tI
10354,credulous,krEdjUl@s
10355,credulously,krEdjUl@slI
10356,credulousness,krEdjUl@snIs
10357,creed,krid
10358,creek,krik
